"id";"shot_data_id";"expert_trajectory";"expert_note";"expert_p_system";"expert_suggestion";"expert_cause";"expert_err_msg";"expert_update_time"
1608;1635;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 12:56:29"
1609;1636;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 12:56:51"
1610;1637;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2023-01-11 12:57:27"
1611;1638;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:00:51"
1612;1639;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，上臂用力導致手肘彎曲，身體重心移到腳跟";"";"2023-01-11 13:01:06"
1613;1640;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:01:34"
1614;1641;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:05:22"
1615;1642;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:07:09"
1616;1643;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:07:43"
1617;1644;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:08:19"
1618;1645;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:08:54"
1619;1646;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 13:09:14"
1620;1647;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:09:36"
1621;1648;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:10:16"
1622;1649;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:10:55"
1623;1650;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，上臂用力導致手肘彎曲，身體重心移到腳跟";"";"2023-01-11 13:11:12"
1624;1651;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:11:38"
1625;1652;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:12:10"
1626;1653;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:12:52"
1627;1654;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-11 13:13:10"
1628;1655;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:13:38"
1629;1656;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:14:19"
1630;1657;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:14:57"
1631;1658;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:15:51"
1632;1659;"小左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:16:36"
1633;1660;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:17:00"
1634;1661;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:18:16"
1635;1662;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 13:18:40"
1636;1663;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 13:19:14"
1637;1664;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 13:20:42"
1638;1665;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:21:12"
1639;1666;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:21:28"
1640;1667;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:21:44"
1641;1668;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 13:22:12"
1642;1669;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:22:38"
1643;1670;"右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"右曲球";"";"2023-01-11 13:38:05"
1644;1671;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 上桿過程中,不要把身體重心太過右移,以不超過右腳內側為佳";"擊球角度過小 下桿時，球桿的釋放及球桿的加速度都太早發生";"";"2023-01-11 13:38:22"
1645;1672;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 13:38:44"
1646;1673;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:40:45"
1647;1674;"右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"右曲球";"";"2023-01-11 13:42:11"
1648;1675;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-11 13:50:47"
1649;1676;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 13:53:13"
1650;1677;"左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-11 14:03:56"
1651;1678;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-11 14:04:24"
1652;1679;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2023-01-11 14:04:36"
1653;1680;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 14:11:49"
1654;1681;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-11 14:12:43"
1655;1682;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-11 14:13:18"
1656;1683;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2023-01-11 14:14:39"
1657;1684;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 14:16:35"
1658;1685;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 14:17:13"
1659;1686;"左曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時，肩膀往右轉動";"上桿時，角度過於陡峭";"";"2023-01-11 14:18:23"
1660;1687;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 14:20:46"
1661;1688;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-11 14:21:30"
1662;1689;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 14:22:24"
1663;1690;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-11 14:23:01"
1664;1691;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 技術純熟球員所刻意擊出的球路,但一個過度的Draw通常會形成為一個大左曲球(左勾球)";"技術純熟球員所刻意擊出的球路";"";"2023-01-11 15:08:47"
1665;1692;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 技術純熟球員所刻意擊出的球路,但一個過度的Draw通常會形成為一個大左曲球(左勾球)";"技術純熟球員所刻意擊出的球路";"";"2023-01-11 15:12:48"
1666;1693;"左曲球";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 上桿時，肩膀往右轉動";"上桿時，角度過於陡峭";"";"2023-01-11 15:13:31"
1667;1694;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:12:06"
1668;1695;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:15:32"
1669;1696;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:16:59"
1670;1697;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:17:16"
1671;1698;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-12 12:18:31"
1672;1699;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:21:38"
1673;1700;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:23:11"
1674;1701;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:24:32"
1675;1702;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-12 12:30:27"
1676;1703;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-12 12:31:32"
1677;1704;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:31:52"
1678;1705;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:32:39"
1679;1706;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:33:09"
1680;1707;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:33:48"
1681;1708;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-01-12 12:34:10"
1682;1709;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-12 12:35:03"
1683;1710;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-12 12:35:35"
1684;1711;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:35:56"
1685;1712;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 12:37:52"
1686;1713;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2023-01-12 12:41:25"
1687;1714;"右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"右曲球";"";"2023-01-12 12:44:45"
1688;1715;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-12 12:45:26"
1689;1716;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-12 12:48:19"
1690;1717;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，上臂用力導致手肘彎曲，身體重心移到腳跟";"";"2023-01-12 12:49:46"
1691;1718;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2023-01-12 12:55:20"
1692;1719;"右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"右曲球";"";"2023-01-12 12:56:01"
1693;1720;"球先往右邊飛出,再更往右偏,最容易打出OB的高危險球路,這種SLICE常會連續發生";"";"P2~3 上桿";"上桿時，左手腕維持固定，腰部減少轉動,正常站位就會打出INSIDE OUT的話，桿面在觸球時容易也是開的,如果球不想往右邊飛去，可以稍微站關閉一點";"桿頭路徑INSIDE IN,桿面方向朝向桿頭路徑更右方,結果球先往右邊飛出去再向右偏,上桿時，角度過於平緩，手腕過度內收，未保持適當角度，肩或腰旋轉過度";"";"2023-01-12 12:56:24"
1694;1721;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 擊球時左腕保持平直以及桿身向前傾斜";"擊球角度過小 下桿時，膝關節伸直，腰部伸展，聳肩、抬頭";"";"2023-01-12 12:57:30"
1695;1722;"左曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿時，角度過於陡峭";"";"2023-01-12 13:00:28"
